,redshift,luminosity_distance,theta_jn,psi,phase,geocent_time,Mf,af,eta,delta_mass,chi_eff,chi_PN,chi_s,mu,M,epsilon,lnAGR
0,0.09,440.0,0.0,0.0,-2.5721420315087697,0.0,62.93807976542064,0.65852926653699,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.16818933964651858,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
1,0.09,440.0,0.0,0.0,0.2361675932445375,0.0,62.93766648640755,0.7136250084603613,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.1630520869109936,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
2,0.09,440.0,0.0,0.0,0.5103317967382449,0.0,62.93829109133624,0.6295767410465651,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.11343096084935228,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
3,0.09,440.0,0.0,0.0,1.5106586555859667,0.0,62.93802528435719,0.6660379088665739,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.07610147204114867,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
4,0.09,440.0,0.0,0.0,-0.18043255063710134,0.0,62.93803535192969,0.6644692185352975,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.20446613993919058,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
5,0.09,440.0,0.0,0.0,1.8879547940935972,0.0,62.937398922611095,0.7471102227196391,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.06349964617388718,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
6,0.09,440.0,0.0,0.0,0.7671602006964887,0.0,62.937652175795385,0.7150858682382464,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.05684387163395151,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
7,0.09,440.0,0.0,0.0,0.3402375463901737,0.0,62.93804270680384,0.6636090983917161,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.1252821665441786,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
8,0.09,440.0,0.0,0.0,0.7132320220446876,0.0,62.93736046507648,0.7516852088571206,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.19203378517279426,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
9,0.09,440.0,0.0,0.0,1.2144122434282307,0.0,62.937914606071004,0.6806974036596423,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.14869647214923398,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
10,0.09,440.0,0.0,0.0,1.1894319690794277,0.0,62.93822771516327,0.6386982203924262,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.07317690408376307,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
11,0.09,440.0,0.0,0.0,0.40944641832945733,0.0,62.93747372091174,0.7375154903231881,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.20470679308923773,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
12,0.09,440.0,0.0,0.0,-0.5347437279660094,0.0,62.93736642416382,0.7512817646844273,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.012858223516416536,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
13,0.09,440.0,0.0,0.0,-1.7167934037507293,0.0,62.9375515053026,0.7280775393289751,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.028914400697702874,3.5614439643311365e+31,1.4326943649999998e+32,0.04,-57.46580703812978
