,redshift,luminosity_distance,theta_jn,psi,phase,geocent_time,Mf,af,eta,delta_mass,chi_eff,chi_PN,chi_s,mu,M,epsilon,lnAGR
0,0.09,440.0,0.0,0.0,-2.5721420315087697,0.0,62.93345033473863,0.6575537037864908,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.16818933964651858,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
1,0.09,440.0,0.0,0.0,0.2361675932445375,0.0,62.93263761720213,0.7125202032487664,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.1630520869109936,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
2,0.09,440.0,0.0,0.0,0.5103317967382449,0.0,62.93387298560044,0.6285805194815882,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.11343096084935228,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
3,0.09,440.0,0.0,0.0,1.5106586555859667,0.0,62.933344602524,0.6650274404435891,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.07610147204114867,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
4,0.09,440.0,0.0,0.0,-0.18043255063710134,0.0,62.93336075263874,0.6635071833501772,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.20446613993919058,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
5,0.09,440.0,0.0,0.0,1.8879547940935972,0.0,62.932096991407974,0.7460949151140488,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.06349964617388718,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
6,0.09,440.0,0.0,0.0,0.7671602006964887,0.0,62.93260184563133,0.7140679987542176,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.05684387163395151,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
7,0.09,440.0,0.0,0.0,0.3402375463901737,0.0,62.93337780059744,0.6626173722342079,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.1252821665441786,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
8,0.09,440.0,0.0,0.0,0.7132320220446876,0.0,62.93201618780177,0.7507185519967007,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.19203378517279426,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
9,0.09,440.0,0.0,0.0,1.2144122434282307,0.0,62.93312185233284,0.6797145196722227,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.14869647214923398,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
10,0.09,440.0,0.0,0.0,1.1894319690794277,0.0,62.93375247838418,0.6376294799287507,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.07317690408376307,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
11,0.09,440.0,0.0,0.0,0.40944641832945733,0.0,62.932241515070885,0.7365535444519871,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.20470679308923773,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
12,0.09,440.0,0.0,0.0,-0.5347437279660094,0.0,62.932034768321095,0.7502368179823773,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.012858223516416536,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
13,0.09,440.0,0.0,0.0,-1.7167934037507293,0.0,62.932404069035464,0.7270262915433395,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.028914400697702874,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
14,0.09,440.0,0.0,0.0,1.6995869862625004,0.0,62.93212267471715,0.7442918300566586,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.12258788767271832,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
15,0.09,440.0,0.0,0.0,1.3289298597627817,0.0,62.933675641858585,0.6423278031230834,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.10526228977236946,3.5614439643311365e+31,1.4326943649999998e+32,0.08,-57.46580703812978
