,redshift,luminosity_distance,theta_jn,psi,phase,geocent_time,Mf,af,eta,delta_mass,chi_eff,chi_PN,chi_s,mu,M,epsilon,lnAGR
0,0.09,440.0,0.0,0.0,-2.5721420315087697,0.0,62.94278724406212,0.6595048292874892,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.16818933964651858,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
1,0.09,440.0,0.0,0.0,0.2361675932445375,0.0,62.94278724406212,0.7147298136719561,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.1630520869109936,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
2,0.09,440.0,0.0,0.0,0.5103317967382449,0.0,62.94278724406212,0.6305729626115422,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.11343096084935228,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
3,0.09,440.0,0.0,0.0,1.5106586555859667,0.0,62.94278724406212,0.6670483772895588,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.07610147204114867,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
4,0.09,440.0,0.0,0.0,-0.18043255063710134,0.0,62.94278724406212,0.6654312537204179,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.20446613993919058,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
5,0.09,440.0,0.0,0.0,1.8879547940935972,0.0,62.94278724406212,0.7481255303252295,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.06349964617388718,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
6,0.09,440.0,0.0,0.0,0.7671602006964887,0.0,62.94278724406212,0.7161037377222751,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.05684387163395151,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
7,0.09,440.0,0.0,0.0,0.3402375463901737,0.0,62.94278724406212,0.6646008245492244,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.1252821665441786,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
8,0.09,440.0,0.0,0.0,0.7132320220446876,0.0,62.94278724406212,0.7526518657175407,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.19203378517279426,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
9,0.09,440.0,0.0,0.0,1.2144122434282307,0.0,62.94278724406212,0.6816802876470618,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,-0.14869647214923398,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
10,0.09,440.0,0.0,0.0,1.1894319690794277,0.0,62.94278724406212,0.6397669608561016,0.2485836512891664,0.0752688172043011,-0.031397849462365575,-0.021366509197953194,0.07317690408376307,3.5614439643311365e+31,1.4326943649999998e+32,0.0,-57.46580703812978
